# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_023_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_023_s42 --coverage-stride 60 --epochs 8 --eval-every 100 --lam 1.0 --lr 0.0001 --mu 8.0 --no-lstm-pred --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 42 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 199 episodes/epoch x 8 epochs = 1592 episodes (~477600 env steps)
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 8.0*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_023_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260710_083943_full\sweep\trial_023_s42
==========================================================================================
[eval @ ep 0] untrained: reward=28.37 qoe=0.0 qoe_q=-31.0
[ep    1] longdress    static_B_2020.02.13_13.57.29.csv@78    reward= -178.22 qoe=   0.0 qoe_q= -182.1 eps=0.999 loss=0.1609
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@2448  reward= -117.08 qoe=   0.0 qoe_q= -118.3 eps=0.998 loss=0.1548
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@378   reward= -192.06 qoe=   0.0 qoe_q= -191.5 eps=0.997 loss=0.1506
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1262  reward= -204.82 qoe=   0.0 qoe_q= -163.3 eps=0.996 loss=0.1552
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@3768  reward= -154.90 qoe=   0.0 qoe_q= -168.3 eps=0.995 loss=0.1628
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3888  reward= -118.64 qoe=   0.0 qoe_q= -147.2 eps=0.994 loss=0.1566
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@2028  reward=  -84.25 qoe=   0.0 qoe_q= -110.6 eps=0.993 loss=0.1609
[ep    8] soldier      static_B_2020.02.27_18.39.27.csv@828   reward=  -97.63 qoe=   0.0 qoe_q=  -96.5 eps=0.992 loss=0.1535
[ep    9] longdress    static_B_2020.02.13_13.57.29.csv@2945  reward= -118.24 qoe=   0.0 qoe_q= -136.8 eps=0.991 loss=0.1484
