# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_005_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_005_s43 --batch-size 64 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.6 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 128 --lam 1.0 --lr 0.0001 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 43 --segment-frames 8 --select-by qoe_quality --target-update 3000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s8.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~47538 env steps)
   segment: 8 frames/request (38 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s8.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0001, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_005_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_005_s43
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-11103.09
[ep    1] longdress    driving_B_2020.01.16_07.26.43.csv@1594  reward=QoE= -149.65 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.02.14_13.21.26.csv@494   reward=QoE=   22.68 eps=0.998 loss=2.3683
[ep    3] redandblack  static_B_2019.12.16_13.40.04.csv@301   reward=QoE=  -10.59 eps=0.996 loss=2.1312
[ep    4] soldier      driving_B_2020.02.14_09.38.22.csv@324   reward=QoE= -316.30 eps=0.995 loss=2.4350
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1747  reward=QoE=    6.91 eps=0.994 loss=3.2365
[ep    6] loot         driving_B_2020.01.16_09.56.56.csv@104   reward=QoE= -101.41 eps=0.992 loss=2.8014
[ep    7] redandblack  static_B_2020.02.14_13.21.26.csv@314   reward=QoE=   34.83 eps=0.991 loss=2.5627
[ep    8] soldier      static_B_2020.02.14_13.21.26.csv@194   reward=QoE=   29.89 eps=0.990 loss=2.4323
[ep    9] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   48.02 eps=0.989 loss=2.1493
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@5707  reward=QoE=   40.44 eps=0.987 loss=2.0794
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@3367  reward=QoE=   35.87 eps=0.986 loss=1.9380
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -332.16 eps=0.985 loss=2.1236
[ep   13] longdress    driving_B_2019.12.16_12.27.05.csv@686   reward=QoE=  -23.47 eps=0.984 loss=2.2508
[ep   14] loot         driving_B_2019.12.16_12.27.05.csv@1106  reward=QoE=  -33.81 eps=0.982 loss=2.1636
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE=  -80.77 eps=0.981 loss=2.1862
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1571  reward=QoE= -534.57 eps=0.980 loss=2.4501
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@153   reward=QoE= -108.59 eps=0.979 loss=3.0683
[ep   18] loot         driving_B_2020.02.13_13.03.24.csv@247   reward=QoE=  -63.22 eps=0.977 loss=3.1094
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@1627  reward=QoE=   23.23 eps=0.976 loss=2.8690
[ep   20] soldier      driving_B_2019.12.16_12.27.05.csv@746   reward=QoE=   17.69 eps=0.975 loss=2.7829
[ep   21] longdress    driving_B_2019.12.16_12.27.05.csv@986   reward=QoE=   44.18 eps=0.973 loss=2.5498
[ep   22] loot         driving_B_2020.02.13_15.02.01.csv@851   reward=QoE=  -16.67 eps=0.972 loss=2.3287
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   39.66 eps=0.971 loss=2.0392
[ep   24] soldier      driving_B_2020.02.14_09.38.22.csv@24    reward=QoE= -115.62 eps=0.970 loss=2.1696
[ep   25] longdress    driving_B_2020.02.13_15.02.01.csv@1751  reward=QoE=   12.05 eps=0.968 loss=1.9149
[ep   26] loot         driving_B_2020.02.14_09.38.22.csv@84    reward=QoE=  -75.13 eps=0.967 loss=2.3796
[ep   27] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   35.68 eps=0.966 loss=2.0319
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@5227  reward=QoE=  -17.00 eps=0.965 loss=2.0140
[ep   29] longdress    driving_B_2020.01.16_09.56.56.csv@704   reward=QoE=   33.90 eps=0.963 loss=2.1383
[ep   30] loot         driving_B_2020.02.13_15.02.01.csv@2171  reward=QoE=   32.45 eps=0.962 loss=1.8494
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@1064  reward=QoE=  -21.63 eps=0.961 loss=2.1079
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@1267  reward=QoE=   40.84 eps=0.960 loss=1.8266
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@367   reward=QoE=  -71.83 eps=0.958 loss=1.7997
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@3907  reward=QoE=   43.20 eps=0.957 loss=1.6928
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@4027  reward=QoE=   26.55 eps=0.956 loss=1.8711
