# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_004_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_004_s43 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 2.0 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 15 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 237 episodes/epoch x 8 epochs = 1896 episodes (~37920 env steps)
   segment: 15 frames/request (20 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 2.0*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_004_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_004_s43
==========================================================================================
[eval @ ep 0] untrained: reward=106.64 qoe=30.4 qoe_q=-4.5
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5684  reward=  181.86 qoe=  84.2 qoe_q=   51.0 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1346  reward=  216.17 qoe= 100.0 qoe_q=   69.0 eps=0.998 loss=0.0000
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2374  reward=  156.14 qoe=  53.8 qoe_q=   31.0 eps=0.998 loss=0.0000
[ep    4] soldier      static_B_2020.01.16_10.43.34.csv@3093  reward=  146.49 qoe=   0.0 qoe_q=   43.5 eps=0.997 loss=1.4295
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@4784  reward=  137.31 qoe=   0.0 qoe_q=   30.9 eps=0.996 loss=1.3151
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3524  reward=  141.68 qoe=  83.9 qoe_q=   39.7 eps=0.995 loss=1.1320
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@1593  reward=  154.73 qoe=  50.1 qoe_q=   17.4 eps=0.994 loss=1.0490
[ep    8] soldier      static_B_2020.02.13_13.57.29.csv@1234  reward=  192.16 qoe=   0.0 qoe_q=   59.2 eps=0.993 loss=1.0011
[ep    9] longdress    static_B_2020.02.27_18.39.27.csv@4244  reward=  184.09 qoe=  42.1 qoe_q=   37.0 eps=0.993 loss=0.9179
[ep   10] loot         static_B_2020.01.16_10.43.34.csv@1233  reward=  202.16 qoe=  14.0 qoe_q=   62.2 eps=0.992 loss=0.8162
[ep   11] redandblack  static_B_2019.12.16_13.40.04.csv@1826  reward=  171.54 qoe=  43.2 qoe_q=   27.8 eps=0.991 loss=0.6378
[ep   12] soldier      static_B_2020.02.13_13.57.29.csv@2794  reward=  163.03 qoe= 100.0 qoe_q=   48.0 eps=0.990 loss=0.4556
[ep   13] longdress    static_B_2020.01.16_10.43.34.csv@213   reward=  165.48 qoe=  44.0 qoe_q=   49.7 eps=0.989 loss=0.2508
