# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\scripts\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s43 --batch-size 64 --coverage-stride 60 --early-stop-patience 0 --epochs 3 --eps-decay-frac 0.5 --eval-every 400 --eval-offsets 3 --eval-seeds 42,43,44 --eval-sequences longdress,loot,redandblack,soldier --gamma 1.0 --hidden 256 --lam 1.0 --lr 0.0003 --mu 4.3 --protocol configs/experiment_protocol.json --reward-spec {"rebuffer_weight": 2.0, "startup_weight": 1.0, "drop_weight": null} --seed 43 --segment-frames 15 --select-by qoe_quality --target-update 6000 --torch-threads 2 --lstm C:\Users\Nima\PointCloudStreaming\models/bandwidth_lstm_s15.pkl
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | validation sequences: ['longdress', 'loot', 'redandblack', 'soldier']
   protocol: 4071599372abeb61 | train files: 13 | validation files: 4 | registered test files: 4 (NOT evaluated) | frames/episode: 300
   coverage stride: 60 samples -> 417 episodes/epoch x 3 epochs = 1251 episodes (~25020 env steps)
   segment: 15 frames/request (20 decisions/episode) | validation offsets/trace: 3 | validation seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   PyTorch CPU threads/trial: 2
   LSTM: models\bandwidth_lstm_s15.pkl
   reward = QoE: (100/N)*sum(q[fixed_log_bitrate]) - 4.3*stall_duration - 2.0*rebuffer_events - 1.0*sum|delta_segment_q| - (100/N)*dropped_frames - 1.0*startup_delay  (gamma=1.0, lr=0.0003, no learner-side scaling)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs/train_runs/qoe_v2_wide\sweep\screen\trial_016_s43
==========================================================================================
[validation @ ep 0] untrained: reward=QoE=-4630.73
[ep    1] longdress    driving_B_2020.01.16_07.26.43.csv@1594  reward=QoE= -169.96 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2020.02.14_13.21.26.csv@494   reward=QoE=   36.03 eps=0.997 loss=0.0000
[ep    3] redandblack  static_B_2019.12.16_13.40.04.csv@301   reward=QoE=   -3.28 eps=0.996 loss=0.0000
[ep    4] soldier      driving_B_2020.02.14_09.38.22.csv@324   reward=QoE= -154.92 eps=0.994 loss=4.3743
[ep    5] longdress    driving_B_2020.02.13_13.03.24.csv@1747  reward=QoE=   -1.31 eps=0.992 loss=4.6414
[ep    6] loot         driving_B_2020.01.16_09.56.56.csv@104   reward=QoE=  -86.79 eps=0.991 loss=4.3728
[ep    7] redandblack  static_B_2020.02.14_13.21.26.csv@314   reward=QoE=   61.79 eps=0.989 loss=4.7040
[ep    8] soldier      static_B_2020.02.14_13.21.26.csv@194   reward=QoE=   57.34 eps=0.988 loss=4.2821
[ep    9] longdress    driving_B_2020.01.16_12.10.03.csv@244   reward=QoE=   51.09 eps=0.986 loss=4.0105
[ep   10] loot         static_B_2020.02.27_18.39.27.csv@5707  reward=QoE=   26.58 eps=0.985 loss=3.0774
[ep   11] redandblack  static_B_2020.02.27_18.39.27.csv@3367  reward=QoE=   23.34 eps=0.983 loss=3.1006
[ep   12] soldier      driving_B_2020.02.13_13.03.24.csv@2188  reward=QoE= -227.27 eps=0.982 loss=2.9823
[ep   13] longdress    driving_B_2019.12.16_12.27.05.csv@686   reward=QoE=  -22.79 eps=0.980 loss=4.1648
[ep   14] loot         driving_B_2019.12.16_12.27.05.csv@1106  reward=QoE=    4.56 eps=0.979 loss=3.7694
[ep   15] redandblack  driving_B_2020.01.16_07.26.43.csv@1770  reward=QoE= -111.35 eps=0.977 loss=3.3878
[ep   16] soldier      driving_B_2020.02.13_15.02.01.csv@1571  reward=QoE= -578.56 eps=0.976 loss=4.9924
[ep   17] longdress    driving_B_2019.12.17_07.32.39.csv@153   reward=QoE=    2.11 eps=0.974 loss=5.3869
[ep   18] loot         driving_B_2020.02.13_13.03.24.csv@247   reward=QoE=  -32.79 eps=0.973 loss=4.9637
[ep   19] redandblack  static_B_2020.02.27_18.39.27.csv@1627  reward=QoE=   36.26 eps=0.971 loss=4.6004
[ep   20] soldier      driving_B_2019.12.16_12.27.05.csv@746   reward=QoE=   57.27 eps=0.970 loss=4.3818
[ep   21] longdress    driving_B_2019.12.16_12.27.05.csv@986   reward=QoE=   33.92 eps=0.968 loss=4.4967
[ep   22] loot         driving_B_2020.02.13_15.02.01.csv@851   reward=QoE=   -4.91 eps=0.967 loss=3.9392
[ep   23] redandblack  static_B_2020.02.27_18.39.27.csv@5742  reward=QoE=   15.20 eps=0.965 loss=3.9979
[ep   24] soldier      driving_B_2020.02.14_09.38.22.csv@24    reward=QoE=  -85.01 eps=0.964 loss=4.0439
[ep   25] longdress    driving_B_2020.02.13_15.02.01.csv@1751  reward=QoE=   14.60 eps=0.962 loss=3.4432
[ep   26] loot         driving_B_2020.02.14_09.38.22.csv@84    reward=QoE=  -69.58 eps=0.961 loss=3.4025
[ep   27] redandblack  driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   45.68 eps=0.959 loss=3.6154
[ep   28] soldier      static_B_2020.02.27_18.39.27.csv@5227  reward=QoE=   18.12 eps=0.958 loss=3.5872
[ep   29] longdress    driving_B_2020.01.16_09.56.56.csv@704   reward=QoE=   39.83 eps=0.956 loss=3.5733
[ep   30] loot         driving_B_2020.02.13_15.02.01.csv@2171  reward=QoE=   39.92 eps=0.955 loss=3.0609
[ep   31] redandblack  driving_B_2020.01.16_09.56.56.csv@1064  reward=QoE=   10.18 eps=0.953 loss=3.9970
[ep   32] soldier      static_B_2020.02.27_18.39.27.csv@1267  reward=QoE=   46.49 eps=0.951 loss=3.7723
[ep   33] longdress    driving_B_2020.02.13_13.03.24.csv@367   reward=QoE= -106.68 eps=0.950 loss=2.8405
[ep   34] loot         static_B_2020.02.27_18.39.27.csv@3907  reward=QoE=   38.35 eps=0.948 loss=3.2787
[ep   35] redandblack  static_B_2020.02.27_18.39.27.csv@4027  reward=QoE=   29.85 eps=0.947 loss=2.8232
[ep   36] soldier      driving_B_2020.02.13_13.03.24.csv@487   reward=QoE= -100.46 eps=0.945 loss=2.7463
[ep   37] longdress    driving_B_2019.12.17_07.32.39.csv@813   reward=QoE=  -95.15 eps=0.944 loss=3.1657
[ep   38] loot         driving_B_2020.02.13_15.02.01.csv@971   reward=QoE=    5.14 eps=0.942 loss=2.8311
[ep   39] redandblack  driving_B_2020.02.14_09.38.22.csv@1478  reward=QoE=  -37.53 eps=0.941 loss=2.8503
[ep   40] soldier      driving_B_2020.02.13_15.02.01.csv@371   reward=QoE=   34.10 eps=0.939 loss=3.4641
[ep   41] longdress    driving_B_2020.01.16_09.56.56.csv@884   reward=QoE=  -67.67 eps=0.938 loss=2.8564
[ep   42] loot         driving_B_2020.02.13_15.02.01.csv@2711  reward=QoE=  -43.95 eps=0.936 loss=2.9420
[ep   43] redandblack  driving_B_2020.02.13_13.03.24.csv@187   reward=QoE=  -56.38 eps=0.935 loss=2.6415
[ep   44] soldier      driving_B_2020.01.16_07.26.43.csv@274   reward=QoE=  -38.90 eps=0.933 loss=3.1416
[ep   45] longdress    static_B_2020.02.14_13.21.26.csv@254   reward=QoE=   44.20 eps=0.932 loss=3.2451
[ep   46] loot         driving_B_2019.12.17_07.32.39.csv@1593  reward=QoE=   12.86 eps=0.930 loss=2.8253
[ep   47] redandblack  driving_B_2019.12.17_07.32.39.csv@393   reward=QoE=   31.97 eps=0.929 loss=2.6150
[ep   48] soldier      static_B_2019.12.16_13.40.04.csv@1381  reward=QoE=   -5.41 eps=0.927 loss=3.6791
[ep   49] longdress    driving_B_2019.12.17_07.32.39.csv@933   reward=QoE= -187.69 eps=0.926 loss=2.7090
[ep   50] loot         driving_B_2019.12.17_07.32.39.csv@2288  reward=QoE=   54.53 eps=0.924 loss=2.8991
[ep   51] redandblack  static_B_2019.12.16_13.40.04.csv@361   reward=QoE=   24.60 eps=0.923 loss=2.5710
[ep   52] soldier      driving_B_2020.01.16_07.26.43.csv@814   reward=QoE=   20.58 eps=0.921 loss=2.9379
[ep   53] longdress    driving_B_2020.01.16_07.26.43.csv@1714  reward=QoE=  -16.81 eps=0.920 loss=2.8591
[ep   54] loot         static_B_2020.02.27_18.39.27.csv@2527  reward=QoE=   46.76 eps=0.918 loss=2.7179
[ep   55] redandblack  driving_B_2019.12.17_07.32.39.csv@1773  reward=QoE=  -25.20 eps=0.917 loss=2.7410
[ep   56] soldier      driving_B_2020.02.27_17.30.15.csv@618   reward=QoE= -334.22 eps=0.915 loss=2.3964
[ep   57] longdress    static_B_2020.02.27_18.39.27.csv@1087  reward=QoE=  -26.62 eps=0.914 loss=2.9038
[ep   58] loot         driving_B_2020.02.14_12.58.17.csv@314   reward=QoE= -329.27 eps=0.912 loss=3.0763
[ep   59] redandblack  static_B_2020.02.27_18.39.27.csv@4327  reward=QoE=   47.32 eps=0.910 loss=2.8920
[ep   60] soldier      driving_B_2019.12.17_07.32.39.csv@1533  reward=QoE=  -37.55 eps=0.909 loss=2.3929
