# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_003_s47\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_003_s47 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --no-lstm-pred --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 47 --segment-frames 8 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 202 episodes/epoch x 8 epochs = 1616 episodes (~61408 env steps)
   segment: 8 frames/request (38 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 22 | actions: 6 | feature_spec: ['buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_003_s47\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_130607_full\sweep\trial_003_s47
==========================================================================================
[eval @ ep 0] untrained: reward=59.61 qoe=16.7 qoe_q=19.1
[ep    1] longdress    static_B_2020.01.16_10.43.34.csv@380   reward=  118.75 qoe=  24.2 qoe_q=    6.9 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1355  reward=  179.43 qoe=  79.5 qoe_q=   44.0 eps=0.998 loss=1.0241
[ep    3] redandblack  static_B_2020.02.27_18.39.27.csv@5615  reward=  169.34 qoe=  71.4 qoe_q=   37.9 eps=0.997 loss=0.9960
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1415  reward=  173.42 qoe=  77.6 qoe_q=   36.7 eps=0.996 loss=0.9180
[ep    5] longdress    static_B_2020.01.16_10.43.34.csv@140   reward=  127.38 qoe=  28.5 qoe_q=   14.7 eps=0.995 loss=0.7453
[ep    6] loot         static_B_2019.12.16_13.40.04.csv@635   reward=  135.41 qoe=  47.1 qoe_q=   24.9 eps=0.994 loss=0.5393
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@935   reward=  203.60 qoe= 100.0 qoe_q=   60.3 eps=0.993 loss=0.3486
