# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_000_s42\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_000_s42 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 2.0 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 42 --segment-frames 1 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 199 episodes/epoch x 8 epochs = 1592 episodes (~477600 env steps)
   segment: 1 frames/request (300 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 2.0*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_000_s42\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_000_s42
==========================================================================================
[eval @ ep 0] untrained: reward=10.34 qoe=0.0 qoe_q=-145.2
[ep    1] longdress    static_B_2020.02.13_13.57.29.csv@78    reward=   -2.01 qoe=   0.0 qoe_q= -187.1 eps=0.999 loss=0.2304
[ep    2] loot         static_B_2020.02.27_18.39.27.csv@2448  reward=   28.85 qoe=   0.0 qoe_q= -121.6 eps=0.998 loss=0.1420
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@378   reward=   17.87 qoe=   0.0 qoe_q= -194.4 eps=0.997 loss=0.1208
[ep    4] soldier      static_B_2019.12.16_13.40.04.csv@1262  reward=   -1.80 qoe=   0.0 qoe_q= -168.4 eps=0.996 loss=0.1379
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@3768  reward=   31.02 qoe=   0.0 qoe_q= -118.3 eps=0.995 loss=0.1335
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3888  reward=   19.70 qoe=   0.0 qoe_q= -157.6 eps=0.994 loss=0.1278
[ep    7] redandblack  static_B_2020.02.27_18.39.27.csv@2028  reward=    6.18 qoe=   0.0 qoe_q= -139.0 eps=0.993 loss=0.1268
