# C:\Users\Nima\AppData\Local\Programs\Python\Python313\python.exe -u C:\Users\Nima\PointCloudStreaming\train_dqn.py --out C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_013_s43\abr_dqn.pkl --run-dir C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_013_s43 --coverage-stride 60 --epochs 8 --eval-every 100 --eval-seeds 42,43,44 --lam 1.0 --lr 0.0001 --mu 4.3 --playback-rate-min 0.9 --reward-spec {"stall_mode": "bounded", "stall_cap_s": 2.0, "event_penalty": 2.0} --seed 43 --segment-frames 5 --select-by qoe_quality --target-update 3000
==========================================================================================
🤖 DQN ABR training
   sequences: ['longdress', 'loot', 'redandblack', 'soldier'] | eval sequence: longdress
   train files: 4 | test files: 1 | frames/episode: 300
   coverage stride: 60 samples -> 237 episodes/epoch x 8 epochs = 1896 episodes (~113760 env steps)
   segment: 5 frames/request (60 decisions/episode) | playback-rate-min: 0.9 | eval seeds: [42, 43, 44]
   state_dim: 23 | actions: 6 | feature_spec: ['lstm_pred', 'buffer', 'last_rep_onehot', 'tput_last', 'tput_mean', 'tput_std', 'rep_bitrates', 'rep_densities']
   reward: q[log_density] - 4.3*min(stall,2.0) + 2.0*new_event - 1.0*|dq|  (gamma=0.99, lr=0.0001, reward_norm=True, reward_scale=1.0)
   select-by: qoe_quality | out: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_013_s43\abr_dqn.pkl | run-dir: C:\Users\Nima\PointCloudStreaming\logs\train_runs\20260711_073843_full\sweep\trial_013_s43
==========================================================================================
[eval @ ep 0] untrained: reward=33.62 qoe=29.6 qoe_q=-46.6
[ep    1] longdress    static_B_2020.02.27_18.39.27.csv@5684  reward=  163.07 qoe= 100.0 qoe_q=   37.0 eps=0.999 loss=0.0000
[ep    2] loot         static_B_2019.12.16_13.40.04.csv@1346  reward=  148.35 qoe=  73.7 qoe_q=   27.3 eps=0.998 loss=1.0052
[ep    3] redandblack  static_B_2020.02.13_13.57.29.csv@2374  reward=  116.95 qoe=  10.7 qoe_q=   -2.6 eps=0.998 loss=0.7634
[ep    4] soldier      static_B_2020.01.16_10.43.34.csv@3093  reward=  162.22 qoe= 100.0 qoe_q=   37.4 eps=0.997 loss=0.4399
[ep    5] longdress    static_B_2020.02.27_18.39.27.csv@4784  reward=  159.77 qoe= 100.0 qoe_q=   37.6 eps=0.996 loss=0.1829
[ep    6] loot         static_B_2020.02.27_18.39.27.csv@3524  reward=  181.53 qoe=  81.8 qoe_q=   45.1 eps=0.995 loss=0.1274
[ep    7] redandblack  static_B_2020.01.16_10.43.34.csv@1593  reward=  164.23 qoe=  70.1 qoe_q=   30.0 eps=0.994 loss=0.1135
